tx_date,address,symbol,usd_spent,sol_spent,tx_state,entryPrice,token_amount_received
2024-04-06T15:36:28.113Z,CMUt6g8VCETaXAKfZWrKvCSRuG7Kq5dt2WULxsKPHPj9,ONLYFANS,0.5,0.0028,Confirmed,0.001838169,272.009812248
2024-04-06T15:40:32.880Z,3YP4yZXS9k6Y3Njg3zjppDfSjHJmkgHGgtVbbtyGeJmg,WOT,0.5,0.0028,Confirmed,0.000026175,19102.385792011
2024-04-06T20:16:31.182Z,EQ8B4tm9oEzktSVywMSQZeBuofEdAEBqdjhAxR6VjGRE,bruv,1.0,0.0057,Confirmed,0.000041340,24189.77906
2024-04-06T21:27:04.503Z,CostcoTwT6LgV53hLhKpoauHKaoahNxnFAYEeukAinoB,CHURRO,1.0,0.0056,Confirmed,0.000168980,5917.854837162
2024-04-06T21:40:46.825Z,BSkz8QHwk1DaT3Dcf1L5vWsCRzgrfrLR3qYmwSt1rtUM,BITCAT,1.0,0.0056,Confirmed,0.001031388,969.567334
2024-04-06T22:09:09.244Z,Hoik5MwfyRUu8s8A2Wi32iLeda2qcDsRRjNUSj58Tesv,CWIFP,1.0,0.0056,Confirmed,0.000095101,10515.167507
2024-04-06T23:24:53.448Z,864YJRb3JAVARC4FNuDtPKFxdEsYRbB39Nwxkzudxy46,HABIBI,1.0,0.0056,Confirmed,0.000157538,6347.679539
2024-04-07T12:03:47.220Z,VCLVJeVmrA7Wf4NnFqPbeJr7R1qoH6CG75aeXS7DVUU,MCAW,1.0,0.0055,Confirmed,0.000004122,242582.327704
2024-04-07T12:58:10.780Z,6Hfwp6Fht1pEtusLsDqKuovBisPbFVoA7jZQYeK1aMmG,FOFAR,1.0,0.0055,Confirmed,0.000045690,21886.43687843
2024-04-07T13:11:49.024Z,CXo9Zh8uivpcLBvFUki78fqFo6n7rDaXikm9hNPgjnfM,205/45R16,1.0,0.0055,Confirmed,0.000118012,8473.736219
2024-04-07T13:41:54.815Z,FkLtrasDw4qtfPi9qsFXfsG4dB6mrKeZtroht5iLZBbV,GL,2.0,0.011,Confirmed,0.000010684,187203.16521514
2024-04-07T13:43:41.144Z,A2H7towFaMotNmEgY9ePa4VyqirTitZQRcM9e9Xxc7gd,MEOWTY,2.0,0.011,Confirmed,0.000255803,7818.52803211
2024-04-07T13:49:41.268Z,4TqWC9qkb2ggN6B2TtNHBkKgjHoKd3erbdWjZEAPnLsy,utxo,3.0,0.0165,Confirmed,0.000021668,138454.228910187
2024-04-07T13:56:24.929Z,NFTTeeQ7Fx5ENiY9iEw2Psffx9mtUNw6X3mpfymxMHb,NFTT,3.0,0.0165,Confirmed,0.001369624,2190.382104299
2024-04-07T14:05:14.566Z,BLF27NgaNYRJzqG58u539BiN7KFkKVoTdqmoT3DKg8w1,DWIF,1.5,0.0083,Confirmed,0.000449643,3335.980647
2024-04-07T14:06:08.963Z,A84CAxXPEzWrnN86cdeeGaPT4XT5qBPhYUX31o2RpvJA,lio,1.5,0.0083,Confirmed,0.000000033,45887257.40394
2024-04-07T14:51:40.099Z,2ahs66RtVNajoemx4NW8u1iD3gdppPXYhbDNLd5swm2e,WALE,1.0,0.0055,Confirmed,0.000022514,44416.614152
2024-04-07T15:13:56.092Z,EMF5TkJZgREnwwkrsGEgJuTXWyjFo135bC4fHp6vXMtk,OTTER,1.0,0.0055,Confirmed,0.000060409,16553.699990099
2024-04-07T15:19:06.652Z,BSviRmk43XyKRXAf7ZEzcgwAbQ399CYkcwbkBxpA4EYq,DOJA,1.0,0.0055,Confirmed,0.000048364,20676.62390174
2024-04-07T16:08:25.991Z,5kx3accCXXKn6ECzY1YkfS1qWy6D3HdJyqN8y58BRvY4,RAMEN,1.0,0.0055,Confirmed,0.000113053,8845.415985062
2024-04-07T16:23:57.964Z,DwFhn2UQNSdYr7oDwrBp9bVfaLZs1BX2UUVaUgegf7m5,rastacat,1.0,0.0055,Confirmed,0.000039647,25222.4343136
2024-04-07T16:26:13.025Z,G2YKoNxQLAwhteTrWhFcTJtWLKKVAPxSvjxXtqjchFdh,MEOWTH,1.0,0.0055,Confirmed,0.000022296,44850.141418
2024-04-07T16:27:38.827Z,3B3NgG5akjXt7UHace94CY5rDGzZL999bcWjpMGQeatz,MOWGLI,1.0,0.0055,Confirmed,0.000009392,106479.200460306
2024-04-07T17:07:48.241Z,5LK7XEx3G8LHouTgcRazK9Er3t9N2DhUjtzHCLgPrHqe,Wef ,1.0,0.0055,Confirmed,0.000056035,17845.874
2024-04-07T17:11:38.113Z,6SKeubG7DiSn7ku2ZZn1HodoQ3LnMicWib42RKGH3DjK,ZECATS,1.0,0.0055,Confirmed,0.000025101,39839.225828674
2024-04-07T17:35:50.546Z,CXo9Zh8uivpcLBvFUki78fqFo6n7rDaXikm9hNPgjnfM,205/45R16,1.0,0.0055,Confirmed,0.000141183,7083.017327
2024-04-07T18:11:29.613Z,hWWTdtH3k29hp3LRrC6v8a8JgELv2ZaqsBJ35pvTZEh,CASINU,1.0,0.0056,Confirmed,0.000318449,3140.224228611
2024-04-07T18:15:32.523Z,hWWTdtH3k29hp3LRrC6v8a8JgELv2ZaqsBJ35pvTZEh,CASINU,1.0,0.0056,Confirmed,0.000229663,4354.208441573
2024-04-07T18:50:26.250Z,C6ggTj11LYqH4oQr7oSo15HxD16K3HDqqizMbr73wC4E,MOMSBASE,1.0,0.0056,Confirmed,0.000030953,32306.790757413
2024-04-07T20:10:02.014Z,6AFwZjH4o4vyNbFqJGYwSXX8acL5yZLYhvQVNSUPZBm,Americat,1.0,0.0056,Confirmed,0.000011990,83402.3105
2024-04-08T03:31:26.182Z,6W2373i4UWnMUMZHo6te6SZeoP1QfFZAVQCjKBXiHyuZ,LBF,1.0,0.0055,Confirmed,0.000457487,2185.852699233
2024-04-08T04:44:39.130Z,7DJX7xzZ3g3pvdVbv8NRWH6BjsHmjDB7B41nXwXL5twL,TOMC,3.0,0.0166,Confirmed,0.000077480,38719.506199
2024-04-08T04:49:38.388Z,CPoTXyyKQ2gwKuuwmJmGA11G8bf3ppBQh4ctyReiU1Cy,MUPs,3.0,0.0166,Confirmed,0.000015178,197653.802352037
2024-04-08T05:04:25.305Z,BPyGSNLHQRCruZgcoVTNmnnwpQEx1RvJhbZLeY7VqZVa,Peko,3.0,0.0166,Confirmed,0.000462307,6489.193709686
2024-04-08T05:41:45.012Z,5kx3accCXXKn6ECzY1YkfS1qWy6D3HdJyqN8y58BRvY4,RAMEN,2.0,0.011,Confirmed,0.000181543,11016.689279605
2024-04-08T06:38:39.732Z,GfkfESc5A4EkxCGWsymNY4ZfkCDdvtB7ajCybLfYL1Qq,AOC,2.0,0.011,Confirmed,0.000482064,4148.829345
2024-04-08T06:43:07.279Z,GfkfESc5A4EkxCGWsymNY4ZfkCDdvtB7ajCybLfYL1Qq,AOC,2.0,0.011,Confirmed,0.000412604,4847.260064
2024-04-08T07:23:50.915Z,HqpzYVHbZaAioFJUiB3PTzmLrb69JzE9p6BJPecrFg2D,BTCAT,2.0,0.0111,Confirmed,0.000000001,3103960992.2
2024-04-08T08:21:45.541Z,CsP3CBf6EUGKpVjSNSwsr3v2h4ikrTxpV8G2euPhzcbF,AshBoden,2.0,0.0111,Confirmed,0.000035228,56772.71650281
2024-04-08T08:27:57.812Z,4MKuAnScYHpGJqfC74ogHSjbcK26M6RBXCYBS2AEcdYg,$PEPETARD,2.0,0.0111,Confirmed,0.000005608,356654.044597
2024-04-08T08:37:15.520Z,AZSkuvZvhw9AtFLLW2hWeRTbLy1PGdBFgx5mpXQg9cJT,COW,2.0,0.0111,Confirmed,0.000003917,510641.649386312
2024-04-08T08:38:32.579Z,CtjCDgCeFJ5bC7QrLciNc4iehBDQ4AXev6jLwxhjA44s,CHEETO,2.0,0.0111,Confirmed,0.000027760,72046.69357188
2024-04-08T08:59:29.695Z,EYJtBjaEhA6vKuAw8mBXaxgDY1e48ZDmknznKFZuhLXt,$HOSTCAT,2.0,0.0112,Confirmed,0.000063190,31650.395015
2024-04-08T11:13:00.794Z,JNv67DPPnRAKd8KHYddhbdz6qgvRBGspmbi76pzAMMv,UNDOGE,2.0,0.0111,Confirmed,0.000048135,41550.077563
2024-04-08T11:42:43.935Z,FomN1crdYumnYJHajh1r6uCKRfnuTCFtvwueiF7jcjdC,MEOW,2.0,0.011,Confirmed,0.000053902,37104.537364
