"tx_date","address","symbol","entryPrice","token_amount_received","TP_price_1","TP_price_2","amount_to_sell","PNL","value_USD"
"2024-04-07T20:10:02.014Z","6AFwZjH4o4vyNbFqJGYwSXX8acL5yZLYhvQVNSUPZBm","Americat","0.000011990","83402.3105","","","58381.61735","-73.53",""
"2024-04-10T01:49:26.446Z","3KBrU5Zjg2wYXQie55D553Mi37WLPvXC1NGnZF3DskbB","HIP","0.000034051","58735.903161","","","41115.13","-73.94",""
"11-04-2024 18:21:21","DyVkPgipGVSSvSsohB4SzcvG12xu8yuMK5DaaqXVAgJs","LINAI","0.000038243","79703.665327651","","","55792.565729356","-74.31","1.29"
"11-04-2024 02:08:25","8SpPhGJsZqaFtLZd4CYbU2kK96ppqBNRaALhtNjqgBU5","HILLURY","0.000000024","122638537.5650533","","","85846976.29553731","-74.83","1.25"
"2024-04-08T04:44:39.130Z","7DJX7xzZ3g3pvdVbv8NRWH6BjsHmjDB7B41nXwXL5twL","TOMC","0.000077480","38719.506199","","","27103.65","-77.35",""
"2024-04-07T18:15:32.523Z","hWWTdtH3k29hp3LRrC6v8a8JgELv2ZaqsBJ35pvTZEh","CASINU","0.000229663","4354.208441573","","","3047.945909101","-77.43",""
"2024-04-07T13:56:24.929Z","NFTTeeQ7Fx5ENiY9iEw2Psffx9mtUNw6X3mpfymxMHb","NFTT","0.001369624","2190.382104299","","","1533.267473009","-78.77",""
"2024-04-08T23:09:37.603Z","pAtqKs3vce1CgYa6jhHchmS4dtehzrGJFQF3PKx6Yur","MEME","0.000001430","699383.810158799","","","489568.667111159","-79.4",""
"2024-04-08T04:49:38.388Z","CPoTXyyKQ2gwKuuwmJmGA11G8bf3ppBQh4ctyReiU1Cy","MUPs","0.000015178","197653.802352037","","","138357.661646426","-79.8",""
"2024-04-08T12:13:34.283Z","6eWSt4TLkSrkZdtjKTwFUbAmZcFfVXUCy7w7Ztskuztc","$LETHAL","0.000032803","60970.241124007","","","42679.17","-79.88",""
"2024-04-07T18:11:29.613Z","hWWTdtH3k29hp3LRrC6v8a8JgELv2ZaqsBJ35pvTZEh","CASINU","0.000318449","3140.224228611","","","2198.156960028","-83.73",""
"11-04-2024 20:00:54","8AsWXQ8ypgBLhDgDV9tPgPmJe6rgnrnzch1tnMsQeQUS","$UP","0.000006441","474520.72427535","","","332164.506992745","-84.44",""
"2024-04-08T08:27:57.812Z","4MKuAnScYHpGJqfC74ogHSjbcK26M6RBXCYBS2AEcdYg","$PEPETARD","0.000005608","356654.044597","","","249657.8312179","-85.21",""
"2024-04-09T06:32:41.839Z","7toVautueJmLxDk24Btd588p1gzY1yzXMzvdGfjXAsx1","100M","0.000126278","15838.086243","","","11086.6603701","-85.46","2.84"
"11-04-2024 22:25:15","2NJTtMgEtohegEYr9T9RLP4a5yJmWfAX7x7umi35SmQe","DWAKE","0.000027392","110625.140430999","","","77437.598301699","-86.26",""
"2024-04-08T05:04:25.305Z","BPyGSNLHQRCruZgcoVTNmnnwpQEx1RvJhbZLeY7VqZVa","Peko","0.000462307","6489.193709686","","","4542.43559678","-86.93",""
"2024-04-09T02:14:33.614Z","2xhiipmqiRjZNHHry6uk8aJncnqjWdBifv5g1SJGhQSk","TRUMPT","0.000030417","49314.71751117","","","34520.302257819","-87.91",""
"11-04-2024 19:50:12","9wLKzKykEhQ4uW7EKj4QVcBifetz4chCbeRVmjjHujWv","Bear","0.056229679","54.394144682","","","38.075901277","-88.28",""
"2024-04-07T13:43:41.144Z","A2H7towFaMotNmEgY9ePa4VyqirTitZQRcM9e9Xxc7gd","MEOWTY","0.000255803","7818.52803211","","","5472.969622477","-89.55",""
"2024-04-07T14:06:08.963Z","A84CAxXPEzWrnN86cdeeGaPT4XT5qBPhYUX31o2RpvJA","lio","0.000000033","45887257.40394","","","32121080.182758","-89.94",""
"2024-04-08T21:19:43.051Z","2pamTyk5ikyd9ZsxwCqiXnfGYomnArbLF593wFaQ3J6z","BOE","0.000084807","23583.052275","","","16508.1365925","-91.82",""
"2024-04-07T17:07:48.241Z","5LK7XEx3G8LHouTgcRazK9Er3t9N2DhUjtzHCLgPrHqe","Wef ","0.000056035","17845.874","","","12492.1118","-93.97",""
"2024-04-08T08:59:29.695Z","EYJtBjaEhA6vKuAw8mBXaxgDY1e48ZDmknznKFZuhLXt","$HOSTCAT","0.000063190","31650.395015","","","22155.2765105","-97.7",""
