date_time,address,symbol,token_amount_sold,sol_received,profit_in_usd
2024-04-09 06:37:47,4GCJwmLfuk1F6s5Z6TxeLoBYQocaDh9yNLFxPokDHV7r,VSCN,24385.590481,0.0047357,0.828324504261983
2024-04-09 08:21:39,3wprhhMbf2qsVLTvq22dBtYiJmzPA8evRYUcbWQfq5hj,‏‎,18762.95,0.036872851,6.435622392292005
2024-04-09 08:45:35,AYxrfFpQgXxXw7YzJib3AFi8vVHWWva5Ldoj2JjAZmcB,hebo,15211.63,0.019183817,3.3598904409563
2024-04-09 08:52:54,2pamTyk5ikyd9ZsxwCqiXnfGYomnArbLF593wFaQ3J6z,BOE,23583.052275,0.003508371,0.614505232519334
2024-04-09 10:09:41,DwFhn2UQNSdYr7oDwrBp9bVfaLZs1BX2UUVaUgegf7m5,rastacat,17655.7,0.017435102,3.032838882046007
2024-04-09 10:20:05,7toVautueJmLxDk24Btd588p1gzY1yzXMzvdGfjXAsx1,100M,15838.086243,0.00456559,0.7947838115564073
2024-04-09 10:57:16,CsP3CBf6EUGKpVjSNSwsr3v2h4ikrTxpV8G2euPhzcbF,AshBoden,56772.71650281,0.00427896,0.7437042486334118
2024-04-09 14:06:25,3B3NgG5akjXt7UHace94CY5rDGzZL999bcWjpMGQeatz,MOWGLI,74535.44,0.016630375,2.8418450523941527
2024-04-09 14:29:16,E5MBirnq71DthjqwsAsgvCtgCAzShoWqnrzkmVQKviJc,LABI,13006.759109935,0.011251697,1.9413823795361207
2024-04-09 16:56:24,7DJX7xzZ3g3pvdVbv8NRWH6BjsHmjDB7B41nXwXL5twL,TOMC,38719.506199,0.006568462,1.1246434532403005
2024-04-09 17:32:33,BUjqesUrfsXVAzihgemhb7EroWBkV74kUGtMJ3DzWWk9,MOFF,27338.86,0.026009159,4.46333123856834
2024-04-10 01:16:18,8BqhogRNYYKVdMMr1MCx5v8JdLJsbUhH872Str9DkTAZ,york,21397.024382,0.004883981,0.8087619012773692
2024-04-10 01:39:32,8doS8nzmgVZEaACxALkbK5fZtw4UuoRp4Yt8NEaXfDMb,$WAFFLES ,25584.0,0.065606961,10.761757992544627
10-04-2024 05:32:07,ERLqrrQkkyZGzsJ4nZB67Cbsp1krzPfJZobpBCDAtef1,PORDOG,33680.280173125,0.022702742,3.884456374905084
10-04-2024 06:02:54,AJqfoVvgJ7r6x9vRzJDB224T5yNJu1DndGyXoMz9vCWS,$CARLOS,26940.125287,0.047100539,8.051693679057555
10-04-2024 06:21:33,HqpzYVHbZaAioFJUiB3PTzmLrb69JzE9p6BJPecrFg2D,BTCAT,3103960992.2,0.006907223,1.1769548911606758
10-04-2024 18:41:43,7Qnuo3894Dt5jxaAaGVGnMPdHPGyc6HrnjdUdCP1NM23,TFD,52953.295115,0.004121074,0.6965807447058588
10-04-2024 19:31:53,9SiKU8vnRiBYQSBff84K5zwG7habzwYVzn7KrtgCzNfg,PEDRO,5000.0,0.023533604,3.9924121137028026
10-04-2024 20:51:58,6UtqbpB4QocTUZktKFn35qEiSiuhvxqmwso8YZwZcXBJ,CATG,43903.89202,0.007035771,1.2051922478753672
10-04-2024 20:54:40,FomN1crdYumnYJHajh1r6uCKRfnuTCFtvwueiF7jcjdC,MEOW,9574.248957,0.001073696,0.1837992376160286
10-04-2024 21:32:20,3KBrU5Zjg2wYXQie55D553Mi37WLPvXC1NGnZF3DskbB,HIP,58735.903161,0.004592,0.7856295056539411
10-04-2024 22:54:12,6eWSt4TLkSrkZdtjKTwFUbAmZcFfVXUCy7w7Ztskuztc,$LETHAL,60970.241124007,0.004683143,0.8140181736293506
10-04-2024 22:59:39,4gfKcS3f3SKCd6YTmpo1znHvnXPLcwzr14JUdVDktafc,MRBEEZ,216558.041286399,0.035390676,6.154397104732267
10-04-2024 23:03:50,3YP4yZXS9k6Y3Njg3zjppDfSjHJmkgHGgtVbbtyGeJmg,WOT,19102.385792011,0.007511988,1.3062653497447152
10-04-2024 23:33:38,8rEEAvq6kujW2ukjYHfutH5eToAwsK4aaJ8p1ApoMs9g,SD,61342.065473,0.04540774,7.871072649259612
10-04-2024 23:39:15,HcsLXbiyaaA4vFtxjzf4KKCUTb5PEnnjR7xRpG9EFsKW,Catflix,52970.43824299,0.008096468,1.4028102685665065
11-04-2024 00:14:25,A9pvkr5bDG2orUSAd6ujNwBri3UvdaTChRLRzpm3VnnP,JEETO,52272.781342,0.028722833,4.942171605724112
11-04-2024 02:04:38,8FBKJzJ2ay5mG32egi8wNZWPThq115X6hkStcDmWsUXZ,SKECH,260.086308,0.011829854,2.030310335309653
11-04-2024 04:49:39,BSviRmk43XyKRXAf7ZEzcgwAbQ399CYkcwbkBxpA4EYq,DOJA,20676.62390174,0.002517015,0.4359037601906031
11-04-2024 08:03:04,6WrJFnajEVqfJWJjqBrpSCtenVhWEv39ZkNs91N6bYA8,CCAT,33230.592918043,0.032251342,5.631708213157003
11-04-2024 08:18:32,BERtvCv6q5GnRz75C6uTVjLhDVFB8VBCgt3V8L21L7LB,ECLPS,58485.650886,0.026383278,4.620165493950066
11-04-2024 08:41:13,8SpPhGJsZqaFtLZd4CYbU2kK96ppqBNRaALhtNjqgBU5,HILLURY,122638537.5650533,0.006713968,1.1719230868635322
11-04-2024 09:30:09,4fPYNqMEahehGk8fTRLuCpM7Xmpupi8vhJCNBvCKENvX,MILEDY,3201.764572165,0.005393957,0.9364071621981715
11-04-2024 12:03:33,DpAVbptcyeryEUP8zo8p3xftoTgsJNzjsvWnw9mpzhso,BOPE,22299.160268,0.004107568,0.7027906786481133
11-04-2024 12:05:23,47psVap1QaXYYEPhFn7pZuvR8m9GQaX8wDodZuY3fWL7,,329301.59585,0.02925943,5.0054125043439885
11-04-2024 12:27:15,FVYNig1bB7L2kgreHeoF5TeJKgQw4zn1CZSuPN6LQ42g,Geek,67860.570268,0.008377475,1.4287752381970713
11-04-2024 13:14:36,GfkfESc5A4EkxCGWsymNY4ZfkCDdvtB7ajCybLfYL1Qq,AOC,4847.260064,0.028733801,4.9471591976941
11-04-2024 14:59:29,5kx3accCXXKn6ECzY1YkfS1qWy6D3HdJyqN8y58BRvY4,RAMEN,20885.862138142,0.010514515,1.8284045871071408
11-04-2024 15:18:00,3wi9CpM2gZ3AhBTn7PsyEPK9P9XYdhEcWpw6nEvXBHDH,DONTLOOKUP,104853.860698,0.028591149,4.978994327443478
11-04-2024 15:41:49,2ahs66RtVNajoemx4NW8u1iD3gdppPXYhbDNLd5swm2e,WALE,44416.614152,0.020742357,3.598145464126421
"11-04-2024 15:53:30","4neSyzJmcSWQF58DKHdo7FNzJDDKSgaaQqrzuSXS5U6g","BROKIE",25050.618855,0.033844524,5.828881095139187
"11-04-2024 18:02:13","BeQJz11NPQkn7cNL2zXbFg3UP88QnSmPLSsdus8pLRoi","PUNPUN",83315.4437745,0.030028846,5.250964551619746
"11-04-2024 18:35:43","DbHuNmijFmK7F7peCSYZmF6yoi9Q3njBAdb3FCAkXNhS","BONKO",159208.1397508,0.03508191,6.118859383681223
"11-04-2024 18:48:59","6NuTdiTruP6vtZ2NbxnzhC8TvwPLjMTsC517UEMtYc5N","blunt",39014.366168774,0.031505748,5.534148827329313
"11-04-2024 18:58:28","DyVkPgipGVSSvSsohB4SzcvG12xu8yuMK5DaaqXVAgJs","LINAI",79703.665327651,0.008404551,1.4698593275889982
"11-04-2024 19:09:13","CEGWh1kSSUPsAS5KXcgrCKD5rC8vFcV2k7pFHR6nhz9X","KPUP",13276.256014,0.035447841,6.1955557228544205
"11-04-2024 19:13:17","8XzBYvmZB1EDNnUANAgPA8GHeHRf4qg76qdXT26jKdQx","FUD",5448.100996017,0.032259791,5.6523647679443325
"11-04-2024 19:27:08","Hi7uwhQSJoC2cLE2zScoxKhGboN5f1DzgbFDx9XvAKRX","SHOBI",22092388.097875,0.006987575,1.2251689292489012
"11-04-2024 20:10:16","BsANcwKQk915BEE5pxsrQKak58iDt5P1416mTkXRQp3u","CATHERO",21332800229.719997,0.011846969,2.0678357292131557
"11-04-2024 20:16:28","8AsWXQ8ypgBLhDgDV9tPgPmJe6rgnrnzch1tnMsQeQUS","$UP",332164.506992745,0.035502214,6.20689008282614
"11-04-2024 20:19:19","13v9WK3r2JPgop4Rucp2mDiBMkPjZC3XSW3GnzWrvtst","Buu",592.43,0.025024589,4.374599367247552
"11-04-2024 20:37:46","3wprhhMbf2qsVLTvq22dBtYiJmzPA8evRYUcbWQfq5hj","‏‎",8041.263398,0.001509387,0.26391214116936607
"11-04-2024 20:46:31","9wLKzKykEhQ4uW7EKj4QVcBifetz4chCbeRVmjjHujWv","Bear",54.394144682,0.008777942,1.5351120000331653
"11-04-2024 20:49:28","GGJXnzXLazLtshHsjP9ryXMffnk9AL2fmiSqEaszWuRw","PEG",119918.746563131,0.048285184,8.445792021842186
"11-04-2024 21:22:58","9yD3cKGXeMwJaMFfAZPS5uCJ197d86GdGEoYz1HPbnLS","CLINTON",190004066.0086868,0.008110658,1.403269402982331
"11-04-2024 21:35:33","8AsWXQ8ypgBLhDgDV9tPgPmJe6rgnrnzch1tnMsQeQUS","$UP",142356.21728261,0.002551528,0.4414069322677224
"11-04-2024 21:37:58","DnGaxnM4WcKLvevxAXjKnh58TsQ64BhkHQZe1ZEadra3","pep",80614.39448582,0.007235037,1.2522903256861824
"11-04-2024 21:48:55","Bidenzk7YEmQyADbAxnqYZJHnXe39WmWtPxTiLc7ExUw","BodenFam",169894.0572658,0.033414758,5.774637143506402
"11-04-2024 21:56:03","8YyYz9ePDjatDHegaS3SabyTmiyVopKLtCTc9YGXx6HD","jurj",37143.202281941,0.007998703,1.3793171673943359
"11-04-2024 23:12:48","GGJXnzXLazLtshHsjP9ryXMffnk9AL2fmiSqEaszWuRw","",27500,0.019908382,3.433907464625648
"11-04-2024 23:15:19","3wi9CpM2gZ3AhBTn7PsyEPK9P9XYdhEcWpw6nEvXBHDH","",39500,0.032292114,5.572464868551324
"12-04-2024 00:16:53","9khQG9Esv15TWf2F4kdx2ULmbhDvJQS7sDGPBpKLEA4G","""RAWR""",973.634762173,0.037985686,6.579701407625068
"12-04-2024 00:19:15","8AzMjNRwPeNtvohcS8WtG5LaG9RfmRhLm4gqbPQd6rii","Wellow",21595.031662,0.005530717,0.9576740990082723
"12-04-2024 02:16:23","6EwFYB2qnQbqrY7KVga4jmVND6fDp3TByBhiht2Y2xgb","$LOTUS",16222.873776,0.004765531,0.824953753564166
"12-04-2024 02:17:32","9EAm9h5ECGtVh8TsTx96qRYn1T38FsvENsyDJJxgGEjj","BIGHEAD",227168.725860582,0.033288092,5.768906206887661
"12-04-2024 02:53:44","2NJTtMgEtohegEYr9T9RLP4a5yJmWfAX7x7umi35SmQe","DWAKE",110625.140430999,0.003169485,0.5497516703429011
"12-04-2024 05:38:38","DqDP85xgNNZtRQRzq7EZtJys9pXKzxBYHaxceqTRoFy4","AiPa",127627.703903,0.029682268,5.189965578180584
"12-04-2024 06:40:59","AZ7ABJtSeZoFHhNzWhMVREMgGKZVCN8nEZwQfyZdALSZ","omaba",27119.606694349,0.004465017,0.7794047052089934
"12-04-2024 09:18:21","GGJXnzXLazLtshHsjP9ryXMffnk9AL2fmiSqEaszWuRw","",15500,0.028890881,4.982216023686904
"12-04-2024 09:25:27","GGJXnzXLazLtshHsjP9ryXMffnk9AL2fmiSqEaszWuRw","PEG",8393.748527056,0.015380281,2.658407264323234
"12-04-2024 09:29:58","9SiKU8vnRiBYQSBff84K5zwG7habzwYVzn7KrtgCzNfg","PEDRO",3845.376395538,0.008779499,1.5179782795832115
"12-04-2024 09:48:14","DyVkPgipGVSSvSsohB4SzcvG12xu8yuMK5DaaqXVAgJs","LINAI",129565.928238851,0.007430823,1.2797183630458528
"12-04-2024 09:51:01","8FBKJzJ2ay5mG32egi8wNZWPThq115X6hkStcDmWsUXZ","SKECH",295.900475,0.011971853,2.0594772424572563
"12-04-2024 09:51:55","8SpPhGJsZqaFtLZd4CYbU2kK96ppqBNRaALhtNjqgBU5","HILLURY",204140880.2122294,0.007167791,1.2335952720057093
"12-04-2024 09:52:55","7toVautueJmLxDk24Btd588p1gzY1yzXMzvdGfjXAsx1","100M",153952.581339,0.016426445,2.829029435151291
"12-04-2024 10:02:24","4MwJtSuzKhmfTXdNtendHsrNKX2555iXwigwTK8SVyjQ","ROCKTMAN",30537.022961532,0.008203574,1.4125025784720129
"12-04-2024 10:08:36","BsANcwKQk915BEE5pxsrQKak58iDt5P1416mTkXRQp3u","CATHERO",5485577201.94,0.004291733,0.7382147822492914
"12-04-2024 10:23:39","BsANcwKQk915BEE5pxsrQKak58iDt5P1416mTkXRQp3u","",3657051468,0.002883235,0.4966036087476363
"12-04-2024 10:41:24","H94dHwwaRPhCAcSzhcW4ViY6PdmgMmvmEahvTUjHXAKn","TCAT",200397.596052,0.005602741,0.9640248968312282
"12-04-2024 11:02:47","9khQG9Esv15TWf2F4kdx2ULmbhDvJQS7sDGPBpKLEA4G","",417.272040931,0.012549096,2.1607395749498934
"12-04-2024 11:04:14","HGoAYv6kWU1aLADxdQU1PMpAMK8DJzvt79S3t1WppmzX","",396572.735364279,0.009565313,1.6457937594587209
"12-04-2024 11:05:09","ERLqrrQkkyZGzsJ4nZB67Cbsp1krzPfJZobpBCDAtef1","",14434.405788482,0.006739119,1.1611044292018515
"12-04-2024 11:11:13","EMF5TkJZgREnwwkrsGEgJuTXWyjFo135bC4fHp6vXMtk","",16553.699990099,0.004023215,0.6936317422124452
"12-04-2024 11:12:39","6y56NYaUtKtjT5LKrVvZ3rsLnKyQ96phU3ckSARUkNax","",465.441709679,0.014138611,2.4361759031325048
"12-04-2024 11:13:36","13v9WK3r2JPgop4Rucp2mDiBMkPjZC3XSW3GnzWrvtst","",253.898688,0.002763033,0.47549013511360344
"12-04-2024 11:14:30","DbHuNmijFmK7F7peCSYZmF6yoi9Q3njBAdb3FCAkXNhS","",68232.059894,0.002820568,0.4861126692480738
"12-04-2024 11:18:50","C46fj9922NZWFsjePXNiwAJFWTmhDRrAotVCyjtDxJCc","",34369.848172288,0.014811448,2.556033768595372
"12-04-2024 11:19:48","3B3NgG5akjXt7UHace94CY5rDGzZL999bcWjpMGQeatz","",31943.760460306,0.003682539,0.6355152004288385
"12-04-2024 11:21:14","2mrsQSyZ8HYmr13n887iUzymGfnewPSugTkSVrQQRrDy","",47929.460433216,0.014704032,2.53995629561645
"12-04-2024 11:22:14","32ZhT7wit3mCpuesU7KPS7LTn3w5xceLiJqLv5zVGXg5","",16302.738353,0.016898626,2.9196928623318743
"12-04-2024 11:25:06","CrYCaVeEjGkEtTYV9R8KLTRvuaeKS27GMTbENodmh4tC","",41521.757196,0.011475672,1.9802983236879534
"12-04-2024 11:26:01","864YJRb3JAVARC4FNuDtPKFxdEsYRbB39Nwxkzudxy46","",1904.299539,0.012720365,2.1943463631541777
"12-04-2024 11:26:58","6XWiQippCPJNqKhYhQa4VTe7bszTqeUXLreXWBrgXHbS","",208052.680005,0.016869364,2.9091210946746595
"12-04-2024 11:29:48","HcsLXbiyaaA4vFtxjzf4KKCUTb5PEnnjR7xRpG9EFsKW","",67620.894681148,0.013648618,2.3582293295215138
"12-04-2024 11:38:42","DsSTWsoBe9Rjf5pFYhvDFqqW1LuQokoSPKDz33WGXbCW","",39035.418885595,0.002549058,0.4398732978555993
"12-04-2024 11:39:39","8XzBYvmZB1EDNnUANAgPA8GHeHRf4qg76qdXT26jKdQx","",2334.900426865,0.006313827,1.0895397962718556
"12-04-2024 11:40:43","DqDP85xgNNZtRQRzq7EZtJys9pXKzxBYHaxceqTRoFy4","",54697.587387,0.008421795,1.4543939024227714
"12-04-2024 11:41:38","B6VkZqaLXJkxH3z1sVUCsj26W42mMNrUtkHHo39xUSDA","",108.912904729,0.006794064,1.1733656104534032
"12-04-2024 11:42:36","G2YKoNxQLAwhteTrWhFcTJtWLKKVAPxSvjxXtqjchFdh","",44850.141418,0.0032873,0.5678631836289032
"12-04-2024 11:43:31","7vfoNFNnhpbjrhsiZSyWQp3ToFt93BNqFcb1pPzs1pmw","",111703.772641888,0.016383385,2.8311901276342017
"12-04-2024 11:44:26","29ad8JW1YcVT3mxcvxJpe3EzWqXCGD7KaSRWrc3TEMWG","",17710.410512,0.020999701,3.628814090025594
"12-04-2024 11:45:49","EqLHquidpBdWWyE3LhdfszN38fuKSUEiRNonuG4bxPyi","",80503.749693246,0.017681764,3.057687131292438
"12-04-2024 11:46:44","BeQJz11NPQkn7cNL2zXbFg3UP88QnSmPLSsdus8pLRoi","",35706.618761,0.009360032,1.621018352579789
"12-04-2024 11:48:14","3xPRZ9egML5oR7LhSLPi6kdCfnp3imyb5HK9Br8YMuwZ","",4436.36054,0.015500091,2.68069625924372
"12-04-2024 11:49:12","zZRRHGndBuUsbn4VM47RuagdYt57hBbskQ2Ba6K5775","",30411.229255,0.016699649,2.8849309964612924
"12-04-2024 11:50:05","BC3hGPTFjEgyDibmNoum4TVQQxJv2sTt8SmGPNLoMuNK","",2888091729.7035,0.01120495,1.9373073156371532
"12-04-2024 11:51:01","2zWvxnaULQLVvUby2LzXSp8obYhwNMhfegaHbMJtYWSb","",12814.673152,0.001689652,0.29205645057446383
"12-04-2024 11:51:54","6SKeubG7DiSn7ku2ZZn1HodoQ3LnMicWib42RKGH3DjK","",39839.225828674,0.00346651,0.5990129387144033
"12-04-2024 11:52:48","aXNx9xd9EUAd1xci3aUX1FjyNTAxaYrX29GsL7YtBJq","",47246.890953,0.016025119,2.7689523456849146
"12-04-2024 11:55:07","5QhurU6hPiQthMgWzVjytiCEk5vNreUs5UFTPdUv8q7k","",1332.98881,0.010246775,1.7729913682725729
"12-04-2024 11:56:06","5ALq19S9kEGCadwMz5j9QoQDjMyx9iNdFCw4DyfAxuqv","",1751.083,0.007990891,1.3807292666438071
"12-04-2024 11:57:30","31pLZpyChVMeSewvF9TDZRLFKPgZrkskGP75YRaSzFMp","",66782.230642,0.015062842,2.6002970568235337
"12-04-2024 12:01:02","AmEriCAq4JpHxZNBNEaKJb1VRptQGv1CRHz5ytNqBpN","",25961.223945892,0.017595136,3.035440885292798
"12-04-2024 12:01:57","HKHnQZ5YM9JJfJwmeHu5V8LRyKWSM2mMTXBtQBSVPkbN","",28641.584866281,0.01269092,2.1920747285086053
"12-04-2024 14:29:07","CXnNxuRE9sm9AMPU7TtsAj1GgvQjWwvSXi5tRjE37mo3","",1882.95,0.152874,
"12-04-2024 16:19:34","CXnNxuRE9sm9AMPU7TtsAj1GgvQjWwvSXi5tRjE37mo3","",2063.747303,0.152731
