buy_date,sell_date,address,symbol,entryPrice,exitPrice,usd_spent,usd_received,result_usd
15-04-2024 01:18:22,15-04-2024 18:04:09,3YaKBKoCe7d2FMCDmuZXYQMhJ5TRN1gZKWuQfS1Z2zx6,rfk,0.000096428,0.000060617,2,1.257249,-0.74
14-04-2024 16:54:04,15-04-2024 18:05:56,9Ji8ukZVRLGckAT3MWbt1BVXMp42f8EmASsD9RwoXDFX,,0.000161619,0.000062371,4,1.543661,-2.46
15-04-2024 07:42:00,15-04-2024 18:06:52,G9BJzTJ95J7tN64yv2Wi2sAKwawF8YKXSHTjsEuDy6cm,,0.000095801,0.000080552,2,1.681638,-0.32
15-04-2024 07:06:26,15-04-2024 18:11:00,29xLbDnCAekGCtubqT4XxqQh9kYcsfxaF8SJEkButJhU,,0.000013937,0.000010848,2,1.556734,-0.44
15-04-2024 01:24:15,15-04-2024 18:13:56,3Az3FqjmmajZNFxjGwwR436XL9Bbegkfp91YU7hpSWCe,,0.000046211,0.000028960,2,1.253365,-0.75
14-04-2024 18:12:54,15-04-2024 18:14:53,BUjqesUrfsXVAzihgemhb7EroWBkV74kUGtMJ3DzWWk9,,0.000084061,0.000067118,3,2.395318,-0.60
14-04-2024 22:25:56,15-04-2024 18:18:29,DmTvEAZUK3tAyqkqxLzDu1E22Ktt5e5BALf7UGFUtk2C,,0.000011691,0.000011134,3,2.857189,-0.14
15-04-2024 02:22:27,15-04-2024 18:18:49,5nmEpixRKPys8YFhFYsisPijEBStw5obpnerEGAszkKe,,0.000075743,0.000078402,2,2.070209,0.07
15-04-2024 12:51:03,15-04-2024 18:18:50,FVjTwEMb7DsaUajuiiQVKB38FS25PhkCiaiGPF5RnZbc,,0.000009489,0.000012377,3,3.912849,0.91
15-04-2024 05:26:43,15-04-2024 18:19:02,6NuTdiTruP6vtZ2NbxnzhC8TvwPLjMTsC517UEMtYc5N,,0.000151033,0.000214787,2,2.844234,0.84
14-04-2024 12:24:10,15-04-2024 18:19:04,H5td82ydCT2MbvNbiKjyoxesNXyxwZM4rY7mLoYpmT1m,,0.000012659,0.000013230,4,4.180548,0.18
14-04-2024 22:49:35,15-04-2024 18:19:10,2P21DGdvnfXK3uWHiEjZRiMuMMbomjWKepyWZWi5gfKL,,0.000194932,0.000155608,3,2.394801,-0.61
15-04-2024 02:46:20,15-04-2024 18:19:16,E7dvtgzBWyuAnAHnCobW6WBbf2o76kMgedcH5fsYRUJu,,0.000018088,0.000016245,2,1.796292,-0.20
13-04-2024 18:53:01,15-04-2024 18:19:35,6uPBRpoLx3KGhsHfbcQh83A3hRJ9u3ywoUhB9ecbgoAq,,0.000080753,0.000059217,4,2.933208,-1.07
15-04-2024 01:50:03,15-04-2024 18:19:36,4MwJtSuzKhmfTXdNtendHsrNKX2555iXwigwTK8SVyjQ,,0.000043532,0.000034439,2,1.58225,-0.42
13-04-2024 12:57:31,15-04-2024 18:19:38,Adh2BPi4fszcy23sbMH3awV4W8cdB5Lo7E2VyyaqFtCp,,0.000009123,0.000006405,4,2.808264,-1.19
15-04-2024 09:12:10,15-04-2024 18:20:46,AGQZdsUrsoxsC66cvyc8KhcNPfSuDk3PzbZYaAvEBeWz,,0.000015630,0.000016321,2,2.088495,0.09
15-04-2024 03:46:51,15-04-2024 18:20:56,8pTHFvez9ojrhENxHdvWhvY9fEAJmJj5xQx5N9AJofQA,,0.000028928,0.000027581,2,1.906879,-0.09
14-04-2024 18:22:58,15-04-2024 18:21:00,CEGWh1kSSUPsAS5KXcgrCKD5rC8vFcV2k7pFHR6nhz9X,,0.000131498,0.000095508,3,2.178929,-0.82
14-04-2024 22:15:31,15-04-2024 18:21:09,H4nm6AXYDrgYUaKENNbtMkhyxRa4zU729DjGRDpG8ThY,,0.000023810,0.000029848,3,3.760713,0.76
14-04-2024 18:25:36,15-04-2024 18:21:15,DceGWPqGC8vJDTd2TivCcRuhEFfYRuf2NYuBhJyLP4Ve,,0.007846326,0.006442726,3,2.463312,-0.54
15-04-2024 03:29:38,15-04-2024 18:21:15,CLVcChuNer8AotPpoTWqRCaTBZ63H2bgUmqQs9ZhTGub,,0.000058960,0.000055245,2,1.873992,-0.13
14-04-2024 18:18:18,15-04-2024 18:21:20,31LHWxWCaprZFP8KhsXU18LX3iZ84bcJJ3aQfjUVrY1n,,0.000039687,0.000066771,3,5.047226,2.05
14-04-2024 22:46:34,15-04-2024 18:21:55,3wi9CpM2gZ3AhBTn7PsyEPK9P9XYdhEcWpw6nEvXBHDH,,0.000115933,0.000116520,3,3.015193,0.02
13-04-2024 12:37:37,15-04-2024 18:26:12,DDvERpdavG4WvtEQcFNceEhyENXENMqizPhXt7QnKkeB,,0.000029506,0.000037430,3,3.805641,0.81
13-04-2024 14:02:17,15-04-2024 18:31:12,CXnNxuRE9sm9AMPU7TtsAj1GgvQjWwvSXi5tRjE37mo3,,0.000082840,0.000044981,4,2.171962,-1.83
14-04-2024 22:15:17,15-04-2024 19:49:34,APnUsTJZNkxBaZXTzAqFoY1hLtkJhZCPDBEMtoLEEeiM,,0.000019291,0.000020294,3,3.15603,0.16
15-04-2024 20:20:12,15-04-2024 20:22:25,9QtSbtJ7TGJ5au5EFeFHjcYZDuRYA1ihMfgxY7Z15MHk,JC,0.010852442,0.006478203,2,1.193868,-0.81
15-04-2024 19:53:14,15-04-2024 20:37:19,F8LvhqLXkcXCztkGGLaRMcU33pVdEoNFn8GUHrZNEqYP,OF,0.000036408,0.000052171,3,4.298824,1.30
15-04-2024 20:20:12,15-04-2024 20:54:50,9QtSbtJ7TGJ5au5EFeFHjcYZDuRYA1ihMfgxY7Z15MHk,JC,0.010852442,0.010745456,2,1.98028,-0.02
15-04-2024 19:53:14,15-04-2024 21:08:21,F8LvhqLXkcXCztkGGLaRMcU33pVdEoNFn8GUHrZNEqYP,OF,0.000036408,0.000012296,3,1.01316,-1.99
15-04-2024 20:41:31,15-04-2024 21:12:10,4ZrrZZmCpXiesH1F85fe32dHCREih56FHJQY9VmedBgN,$TOM,0.000014810,0.000016884,2,2.280166,0.28
15-04-2024 20:41:31,15-04-2024 21:19:38,4ZrrZZmCpXiesH1F85fe32dHCREih56FHJQY9VmedBgN,$TOM,0.000014810,0.000005612,2,0.757818,-1.24
15-04-2024 20:09:50,15-04-2024 21:30:00,Bidenzk7YEmQyADbAxnqYZJHnXe39WmWtPxTiLc7ExUw,BodenFam,0.000006415,0.000009262,2,2.887843,0.89
15-04-2024 22:01:50,15-04-2024 22:23:16,6cRiiRnvkjkBtR81gVYUNn57b1PR9LWvQx2g7CZZoWFS,DOGTOY,0.000043574,0.000051782,2,2.376715,0.38
15-04-2024 21:29:05,15-04-2024 22:24:12,A8dtAfcmDk1QZr4NvHg4JAW3MNr2rUK3cFVDr7vF8bfe,BENJI,0.001867920,0.000667224,2,0.714403,-1.29
15-04-2024 22:01:50,15-04-2024 22:37:03,6cRiiRnvkjkBtR81gVYUNn57b1PR9LWvQx2g7CZZoWFS,DOGTOY,0.000043574,0.000014007,2,0.642885,-1.36
15-04-2024 20:09:50,15-04-2024 22:59:23,Bidenzk7YEmQyADbAxnqYZJHnXe39WmWtPxTiLc7ExUw,BodenFam,0.000006415,0.000001966,2,0.61288,-1.39
15-04-2024 23:05:16,15-04-2024 23:09:08,DvMws5aHxTSoA2FW5SXX8LUzX2MbKqVp25Lw21PhLEsm,WARNG,0.000010161,0.000006531,2,1.285544,-0.71
15-04-2024 20:22:40,15-04-2024 23:11:51,BSXvX9dMvedcXUvwUQ5pzYJb9G8bBXKtddQns4oAxgEo,$MOONDELA,0.000032896,0.000039467,2,2.399517,0.40
15-04-2024 21:33:56,15-04-2024 23:40:44,BaWREYNaiYwGVXkJn3YihJcRSdTvpBGuUE9nDaRP9hGL,CATMOMMY,0.000062214,0.000046421,2,1.492317,-0.51
15-04-2024 19:51:09,15-04-2024 23:50:14,APnUsTJZNkxBaZXTzAqFoY1hLtkJhZCPDBEMtoLEEeiM,OIL,0.000092949,0.000078718,3,2.540707,-0.46
15-04-2024 19:53:14,15-04-2024 23:55:59,F8LvhqLXkcXCztkGGLaRMcU33pVdEoNFn8GUHrZNEqYP,OF,0.000036408,0.000023418,3,1.929654,-1.07
15-04-2024 19:53:14,15-04-2024 23:58:13,F8LvhqLXkcXCztkGGLaRMcU33pVdEoNFn8GUHrZNEqYP,OF,0.000036408,0.000023683,3,1.951487,-1.05
