tx_date,address,symbol,usd_spent,sol_spent,entryPrice,token_amount_received,TP_price_1,TP_price_2,TP_price_3,PNL,USD_value
13-04-2024 12:19:17,HcAyvqnGtNQnW1uogbHanTJMEuKLTEBtj8hXMMuzRchc,,0.15,0.00,0.000126577,1185.05,0.000316443,0.000632885,0.001265770,,
13-04-2024 12:20:25,8ZKq83qqkDYv9uizjGZzSE1rWWBrcausPeddQqe6qS7i,,0.15,0.00,0.001591134,94.27,0.003977835,0.007955670,0.015911339,,
13-04-2024 12:30:09,2FD3Qg3MXnAeHfz7VubFo9z1TiSrnREp1nQeZJy2tUBu,KAIJU,3.00,0.02,0.000038637,77646.43,0.000096592,0.000193183,0.000386367,,
13-04-2024 12:32:00,So11111111111111111111111111111111111111112,,10.00,0.00,151.205672451,0.07,378.014181126,756.028362253,1512.056724506,,
13-04-2024 12:37:05,HodiZE88VH3SvRYYX2fE6zYE6SsxPn9xJUMUkW1Dg6A,HODI,3.00,0.02,0.000121510,24689.30,0.000303775,0.000607551,0.001215101,,
13-04-2024 12:37:37,DDvERpdavG4WvtEQcFNceEhyENXENMqizPhXt7QnKkeB,DUMBO,3.00,0.02,0.000029506,101674.09,0.000073765,0.000147530,0.000295060,,
13-04-2024 12:54:01,6X2iqarif2jVkEPmM6Ue2sqwFrjfhooNURCTLm2AAcLk,PXL,4.00,0.03,0.000076001,52630.82,0.000190003,0.000380005,0.000760011,,
13-04-2024 12:57:31,Adh2BPi4fszcy23sbMH3awV4W8cdB5Lo7E2VyyaqFtCp,RBT,4.00,0.03,0.000009123,438453.08,0.000022807,0.000045615,0.000091230,,
13-04-2024 13:56:47,H2usNMctRyMQC2dfhiwHzdRNZiXKnbQLBWJR8T3578J2,SIMI,4.00,0.03,0.000013404,298408.74,0.000033511,0.000067022,0.000134044,,
13-04-2024 14:01:11,2pAFnY2Sp6d3kPCm684LuMf7CHakpCo2TQsNa4iXxjPQ,LAMBOW,4.00,0.03,0.000048401,82642.48,0.000121003,0.000242006,0.000484013,,
13-04-2024 14:02:17,CXnNxuRE9sm9AMPU7TtsAj1GgvQjWwvSXi5tRjE37mo3,BRAINFART,4.00,0.03,0.000082840,48285.69,0.000207101,0.000414201,0.000828403,,
13-04-2024 14:30:21,6nrPYZzXmxAkPP9hZ9LnXsMC95fQ3TDrFCUz8aoLzu9u,SPC,4.00,0.03,0.000014693,272242.12,0.000036732,0.000073464,0.000146928,,
13-04-2024 14:30:42,2SsU91ZE2dni5aD8i7bfTR4Bvf6UcGFBbLsvDucWUdw3,ket,4.00,0.03,0.000014804,270204.81,0.000037009,0.000074018,0.000148036,,
13-04-2024 14:34:22,BeQJz11NPQkn7cNL2zXbFg3UP88QnSmPLSsdus8pLRoi,PUNPUN,4.00,0.03,0.000039460,101367.26,0.000098651,0.000197302,0.000394605,,
13-04-2024 14:41:48,4e2S9fKiRvGus13mjbVpsCX3VDasvmV3McLhDDCUKTMg,TATE,4.00,0.03,0.000069166,57832.24,0.000172914,0.000345828,0.000691656,,
13-04-2024 14:43:58,Cu28DK7RjM2jcriF3dZdcVApXeyTcLdRbbD7CvF6EpFc,BLAAK,4.00,0.03,0.000177910,22483.24,0.000444776,0.000889551,0.001779103,,
13-04-2024 14:52:54,AmEriCAq4JpHxZNBNEaKJb1VRptQGv1CRHz5ytNqBpN,fleg,4.00,0.03,0.000084874,47128.78,0.000212185,0.000424369,0.000848738,,
13-04-2024 15:09:25,F8LvhqLXkcXCztkGGLaRMcU33pVdEoNFn8GUHrZNEqYP,OF,4.00,0.03,0.000075556,52941.18,0.000188889,0.000377778,0.000755555,,
13-04-2024 15:24:34,AZ7ABJtSeZoFHhNzWhMVREMgGKZVCN8nEZwQfyZdALSZ,omaba,4.00,0.03,0.000069522,57535.95,0.000173804,0.000347609,0.000695218,,
13-04-2024 15:35:45,3YVXsLpacY47RZnyMMykDoQvvAdfvXt1pr2jB4uWBfvs,SEMURAI,4.00,0.03,0.000032959,121363.13,0.000082397,0.000164795,0.000329589,,
13-04-2024 15:36:02,31pLZpyChVMeSewvF9TDZRLFKPgZrkskGP75YRaSzFMp,LINKELN,4.00,0.03,0.000112252,35634.07,0.000280630,0.000561261,0.001122521,,
13-04-2024 15:38:10,FJGXzj84efd8f9oxGtCxka5edavEysRBpPoWCMuvYjgR,AGONT,4.00,0.03,0.000082964,48213.94,0.000207409,0.000414818,0.000829636,,
13-04-2024 15:40:11,3QSfMQSASQ6T36xvcuRUoYWveTpRcv5pVa6feDpdUVXp,LOM,4.00,0.03,0.000108165,36980.45,0.000270413,0.000540826,0.001081653,,
13-04-2024 15:46:20,DWEQmrYXEp3ky529CadLsB492KfEwHnjTgAbL95ngH5o,BS,4.00,0.03,0.000036554,109426.76,0.000091385,0.000182771,0.000365541,,
13-04-2024 15:50:35,GrbteMjCQHPCQvcJPgN7R5ka9GZBRJQPQNET3xw7t6w8,MBN,4.00,0.03,0.000021908,182578.27,0.000054771,0.000109542,0.000219084,,
13-04-2024 16:19:36,So11111111111111111111111111111111111111112,,10.00,0.00,148.346299245,0.07,370.865748112,741.731496225,1483.462992449,,
13-04-2024 16:25:19,FjtwiPH9gyffNX7mdE2ZS4s8hZRfZB2VRzyaKMNpaakS,NAZA,4.00,0.03,0.000087096,45926.23,0.000217741,0.000435481,0.000870962,,
13-04-2024 17:02:02,H6hrjnmxkTzQBvE3RdJgKFQVAvwXyskPdm7vhquLf8ty,$FINECAT,4.00,0.03,0.001199608,3334.42,0.002999020,0.005998040,0.011996080,,
13-04-2024 17:11:41,DWo7z7kdB2ZcasZfmGX6J64S5u1earUFwx5KfdKfsQNQ,BUG,4.00,0.03,0.000072182,55415.45,0.000180455,0.000360910,0.000721820,,
13-04-2024 17:54:29,7Q7uHUuZWcqaejRHvNia8icJe6HtzUsJx4VTMFEuDEiQ,BOP,4.00,0.03,0.000024467,163487.32,0.000061167,0.000122334,0.000244667,,
13-04-2024 18:29:23,GXqP6W8a4AqPMNCkURoLu5UbtUigiDfAdg4n49ERUomm,LIZ,4.00,0.03,0.000048269,82868.80,0.000120673,0.000241345,0.000482691,,
13-04-2024 18:53:01,6uPBRpoLx3KGhsHfbcQh83A3hRJ9u3ywoUhB9ecbgoAq,THICCC,4.00,0.03,0.000080753,49533.62,0.000201883,0.000403766,0.000807532,,
13-04-2024 19:02:05,ADckDbaL3uH89KV4S564tLDefwZVV6R83hR5dCz8i68b,$GRU,4.00,0.03,0.000217337,18404.58,0.000543343,0.001086686,0.002173373,,
13-04-2024 19:04:52,BuAL6Qt1CJbfa6wnHnYNqj572nQpKGR7C5xe4jn3icBp,Culture,4.00,0.03,0.000097543,41007.43,0.000243858,0.000487717,0.000975433,,
13-04-2024 19:17:45,6nZsKYPCvf4eeh61BWKfrtURXKLiV1R58iCoESHHffGj,BARNEYW,4.00,0.03,0.000017600,227268.43,0.000044001,0.000088002,0.000176003,,
14-04-2024 12:24:10,H5td82ydCT2MbvNbiKjyoxesNXyxwZM4rY7mLoYpmT1m,CWifPe,4.00,0.03,0.000012659,315983.13,0.000031647,0.000063295,0.000126589,,
14-04-2024 12:32:57,AF7X9tJDkLDVApfMnKSkMUUsxxPhuSGUZbDECtrbvVu3,CLINTON,4.00,0.03,0.000108888,36735.13,0.000272219,0.000544438,0.001088876,,
14-04-2024 16:50:06,3LootCQtdBQFUH1mLgKDVxDXS2TMjDNZpexYiCm7hbhH,OGs,4.00,0.03,0.000094178,42472.56,0.000235446,0.000470892,0.000941784,,
14-04-2024 16:54:04,9Ji8ukZVRLGckAT3MWbt1BVXMp42f8EmASsD9RwoXDFX,HUSH,4.00,0.03,0.000161619,24749.53,0.000404048,0.000808096,0.001616193,,
14-04-2024 16:55:59,E1bcNNEiyiTGYuxbNWMsd54tom5WhWXPA6Z1G1QfsQ8d,Totoro,4.00,0.03,0.000066963,59734.84,0.000167406,0.000334813,0.000669626,,
14-04-2024 17:04:01,4gfKcS3f3SKCd6YTmpo1znHvnXPLcwzr14JUdVDktafc,MRBEEZ,4.00,0.03,0.000011266,355062.45,0.000028164,0.000056328,0.000112656,,
14-04-2024 17:21:34,89YcvW9LhwuURihAr1SHX5gkj1QBAz4ZmApDXEWauSHb,midnight,4.00,0.03,0.000195860,20422.71,0.000489651,0.000979302,0.001958603,,
14-04-2024 18:12:54,BUjqesUrfsXVAzihgemhb7EroWBkV74kUGtMJ3DzWWk9,MOFF,3.00,0.02,0.000084061,35688.37,0.000210152,0.000420305,0.000840610,,
14-04-2024 18:18:18,31LHWxWCaprZFP8KhsXU18LX3iZ84bcJJ3aQfjUVrY1n,CHITO,3.00,0.02,0.000039687,75590.58,0.000099219,0.000198437,0.000396875,,
14-04-2024 18:22:58,CEGWh1kSSUPsAS5KXcgrCKD5rC8vFcV2k7pFHR6nhz9X,KPUP,3.00,0.02,0.000131498,22814.07,0.000328745,0.000657489,0.001314978,,
14-04-2024 18:25:36,DceGWPqGC8vJDTd2TivCcRuhEFfYRuf2NYuBhJyLP4Ve,MAGAPUMP,3.00,0.02,0.007846326,382.34,0.019615814,0.039231629,0.078463257,,
14-04-2024 18:28:13,3kSY5EwkY11sbuVxf6UXJdyUJv11LShcQ7FE1GQJTcUu,LLAMBO,3.00,0.02,0.000025275,118694.10,0.000063188,0.000126375,0.000252751,,
14-04-2024 18:33:30,4rTvetapwP2BEPYq64TVmDAzLdL55jxxx41erfbKxpHG,Bucatti,3.00,0.02,0.000011916,251767.82,0.000029789,0.000059579,0.000119157,,
14-04-2024 19:01:55,6UtqbpB4QocTUZktKFn35qEiSiuhvxqmwso8YZwZcXBJ,CATG,3.00,0.02,0.000072128,41592.52,0.000180321,0.000360642,0.000721284,,
14-04-2024 22:15:02,AciHhWxxgbqVZJA2EZD5b6ogeUUqv2YYCqZtXrkUgAhM,SHIB,3.00,0.02,0.000012197,245965.05,0.000030492,0.000060984,0.000121969,,
14-04-2024 22:15:17,APnUsTJZNkxBaZXTzAqFoY1hLtkJhZCPDBEMtoLEEeiM,OIL,3.00,0.02,0.000019291,155512.52,0.000048228,0.000096455,0.000192911,,
14-04-2024 22:15:31,H4nm6AXYDrgYUaKENNbtMkhyxRa4zU729DjGRDpG8ThY,BUMP,3.00,0.02,0.000023810,125996.22,0.000059526,0.000119051,0.000238102,,
14-04-2024 22:22:52,2hJHbc9TTkMNcioH1Rs2HKMuYcFGrbx7bEx5ewy8MQaq,STRIKE,3.00,0.02,0.000217292,13806.31,0.000543230,0.001086460,0.002172920,,
14-04-2024 22:25:56,DmTvEAZUK3tAyqkqxLzDu1E22Ktt5e5BALf7UGFUtk2C,NJTC,3.00,0.02,0.000011691,256610.92,0.000029227,0.000058454,0.000116909,,
14-04-2024 22:38:31,2hJHbc9TTkMNcioH1Rs2HKMuYcFGrbx7bEx5ewy8MQaq,STRIKE,3.00,0.02,0.000194992,15385.24,0.000487480,0.000974960,0.001949921,,
14-04-2024 22:46:34,3wi9CpM2gZ3AhBTn7PsyEPK9P9XYdhEcWpw6nEvXBHDH,DONTLOOKUP,3.00,0.02,0.000115933,25877.05,0.000289832,0.000579664,0.001159328,,
14-04-2024 22:49:35,2P21DGdvnfXK3uWHiEjZRiMuMMbomjWKepyWZWi5gfKL,GATES,3.00,0.02,0.000194932,15389.99,0.000487330,0.000974660,0.001949320,,
14-04-2024 22:51:48,CXnNxuRE9sm9AMPU7TtsAj1GgvQjWwvSXi5tRjE37mo3,BRAINFART,3.00,0.02,0.000088202,34012.70,0.000220506,0.000441012,0.000882023,,
14-04-2024 22:59:21,2FD3Qg3MXnAeHfz7VubFo9z1TiSrnREp1nQeZJy2tUBu,KAIJU,3.00,0.02,0.000037167,80717.47,0.000092917,0.000185833,0.000371667,,
14-04-2024 22:59:41,EqL84egjZBRb5HQTNW9tDrb2ZSPgeHmJfmciPye8keKC,DEMUCRATS,3.00,0.02,0.000052350,57306.64,0.000130875,0.000261750,0.000523500,,
14-04-2024 23:30:45,8FBKJzJ2ay5mG32egi8wNZWPThq115X6hkStcDmWsUXZ,SKECH,3.00,0.02,0.002671669,1122.89,0.006679171,0.013358343,0.026716686,,
14-04-2024 23:32:46,4kwRWwYX2qGxWGrvJNHcXv1E2bBLLtKDwxeZWqkXznXq,FOIL,3.00,0.02,0.000123962,24200.97,0.000309905,0.000619810,0.001239620,,
14-04-2024 23:34:54,HSjojhUuRkASawaUZgWFzMYTLhRzpmsiWu4pC4TTgbWm,CHINA,3.00,0.02,0.000181527,16526.46,0.000453818,0.000907635,0.001815271,,
15-04-2024 00:09:27,Bidenzk7YEmQyADbAxnqYZJHnXe39WmWtPxTiLc7ExUw,BodenFam,2.00,0.01,0.000009569,209004.61,0.000023923,0.000047846,0.000095692,,
15-04-2024 00:16:04,7gtuZrxJ6v4rTtBbWcNj4n6dhRRJy3NFdqsiJ6b6dQVm,SOLWARS,2.00,0.01,0.000028406,70407.51,0.000071015,0.000142030,0.000284061,,
15-04-2024 01:18:22,3YaKBKoCe7d2FMCDmuZXYQMhJ5TRN1gZKWuQfS1Z2zx6,rfk,2.00,0.01,0.000096428,20740.96,0.000241069,0.000482138,0.000964276,,
15-04-2024 01:18:22,mCaQkE1v5izyhucFCgvwxFC4g8zHomMj9ev9qcuMtVi,Benk,2.00,0.01,0.000097679,20475.21,0.000244198,0.000488395,0.000976791,,
15-04-2024 01:24:15,3Az3FqjmmajZNFxjGwwR436XL9Bbegkfp91YU7hpSWCe,Robert,2.00,0.01,0.000046211,43279.34,0.000115529,0.000231057,0.000462114,,
15-04-2024 01:47:28,HodiZE88VH3SvRYYX2fE6zYE6SsxPn9xJUMUkW1Dg6A,HODI,2.00,0.01,0.000091314,21902.37,0.000228286,0.000456572,0.000913143,,
15-04-2024 01:50:03,4MwJtSuzKhmfTXdNtendHsrNKX2555iXwigwTK8SVyjQ,ROCKTMAN,2.00,0.01,0.000043532,45943.56,0.000108829,0.000217658,0.000435317,,
15-04-2024 01:56:39,AYxrfFpQgXxXw7YzJib3AFi8vVHWWva5Ldoj2JjAZmcB,hebo,2.00,0.01,0.000085653,23349.93,0.000214133,0.000428267,0.000856534,,
15-04-2024 01:59:13,4ZzHiqSeB8ChsT5sexh72BE5GeSQLDDd4qykhFWYawcx,BOBONK,2.00,0.01,0.000000335,5977934.00,0.000000836,0.000001673,0.000003346,,
15-04-2024 02:01:36,EpsgsCyMK6gwVQYsSb2uJSMiqsCJmWceqJdoBZTdNJbm,SATOJEET,2.00,0.01,0.000026222,76272.24,0.000065555,0.000131109,0.000262219,,
15-04-2024 02:10:27,6y56NYaUtKtjT5LKrVvZ3rsLnKyQ96phU3ckSARUkNax,puten,2.00,0.01,0.011877404,168.39,0.029693511,0.059387022,0.118774044,,
15-04-2024 02:10:42,D4GaqBYtJkAppisfTPvZFvRyNHEsJ5Y71QkV5K2QFaTZ,GOD,2.00,0.01,0.000017129,116759.68,0.000042823,0.000085646,0.000171292,,
15-04-2024 02:22:27,5nmEpixRKPys8YFhFYsisPijEBStw5obpnerEGAszkKe,4202024,2.00,0.01,0.000075743,26404.92,0.000189359,0.000378717,0.000757435,,
15-04-2024 02:46:20,E7dvtgzBWyuAnAHnCobW6WBbf2o76kMgedcH5fsYRUJu,dill,2.00,0.01,0.000018088,110573.15,0.000045219,0.000090438,0.000180876,,
